"id","title","description","category","organization","location","time_commitment","starts_at","ends_at","latitude","longitude","is_active","tags","image_url","source_url","created_at","updated_at"
"166","Visite tiers-lieu","💡 Visite tiers-lieu. Rejoins-nous pour une expérience concrète et utile. Encadrement bienveillant, matériel fourni selon besoin.","rencontres","Tiers-Lieu Citoyen","Lille","2–4 h","","","50.616055","3.086501","false","accueil, convivial, réseau","","","2025-09-29T05:33:07Z","2025-09-29T05:33:07Z"
"167","Visite tiers-lieu","![Illustration](https://images.unsplash.com/photo-1558222217-0d77a6d3b3d1?q=80&w=1200&auto=format&fit=crop)

### À quoi ça ressemble ?
💡 **Visite tiers-lieu** près de chez toi. Ambiance conviviale, apprentissages concrets et impact local immédiat.

🗓️ **Quand ?** Créneau **hebdomadaire** : jeudi 18:30–20:00 (à partir de nov. 2025)

👉 **Ce que tu feras** : participation active, accueil bienveillant, explications claires pas-à-pas.","rencontres","Réseau Entourage","Lille","Mardi 18:30–20:00","","","50.618989","3.071543","false","réseau, débutant, impact","https://images.unsplash.com/photo-1558222217-0d77a6d3b3d1?q=80&w=1200&auto=format&fit=crop","","2025-09-29T05:33:07Z","2025-10-29T08:05:21Z"
"168","Accompagnement numérique","![Illustration](https://images.unsplash.com/photo-1488521787991-ed7bbaae773c?q=80&w=1200&auto=format&fit=crop)

### À quoi ça ressemble ?
💡 **Accompagnement numérique** près de chez toi. Ambiance conviviale, apprentissages concrets et impact local immédiat.

🗓️ **Quand ?** Cycle **novembre–décembre 2025**, horaires communiqués après inscription

👉 **Ce que tu feras** : participation active, accueil bienveillant, explications claires pas-à-pas.","benevolat","Bibliothèque Solidaire","Paris","Mardi 18:30–20:00","","","48.838517","2.357765","false","convivial, impact, accueil","https://images.unsplash.com/photo-1488521787991-ed7bbaae773c?q=80&w=1200&auto=format&fit=crop","","2025-09-29T06:25:31Z","2025-10-29T09:49:02Z"
"169","Tri de dons","💡 Tri de dons. Rejoins-nous pour une expérience concrète et utile. Encadrement bienveillant, matériel fourni selon besoin.","benevolat","Secours Populaire","Paris","Ponctuel","","","48.840823","2.3834","false","convivial, réseau, impact","","","2025-09-29T06:25:31Z","2025-10-19T14:26:22Z"
"170","Jardin partagé - coup de main","![Illustration](https://images.unsplash.com/photo-1488521787991-ed7bbaae773c?q=80&w=1200&auto=format&fit=crop)

### À quoi ça ressemble ?
💡 **Jardin partagé - coup de main** près de chez toi. Ambiance conviviale, apprentissages concrets et impact local immédiat.

🗓️ **Quand ?** Format **2–4 h** : dates à venir (nov.–déc. 2025)

👉 **Ce que tu feras** : participation active, accueil bienveillant, explications claires pas-à-pas.","benevolat","Latitudes","Paris","Samedi 9:30–12:30","","","48.876763","2.377567","false","impact, débutant, réseau","https://images.unsplash.com/photo-1488521787991-ed7bbaae773c?q=80&w=1200&auto=format&fit=crop","","2025-09-29T06:25:31Z","2025-10-29T08:05:21Z"
"171","Accueil évènement","💡 Accueil évènement. Rejoins-nous pour une expérience concrète et utile. Encadrement bienveillant, matériel fourni selon besoin.","benevolat","Le Wagon","Paris","Ponctuel","","","48.877818","2.371383","false","réseau, accueil, convivial","","","2025-09-29T06:25:31Z","2025-10-21T07:55:23Z"
"172","Tri de dons","💡 Tri de dons. Rejoins-nous pour une expérience concrète et utile. Encadrement bienveillant, matériel fourni selon besoin.","benevolat","Emmaüs","Paris","Ponctuel","","","48.856727","2.32336","false","réseau, accueil, convivial","","","2025-09-29T06:25:31Z","2025-10-05T18:40:43Z"
"173","Repair Café - accueil","![Illustration](https://images.unsplash.com/photo-1488521787991-ed7bbaae773c?q=80&w=1200&auto=format&fit=crop)

### À quoi ça ressemble ?
💡 **Repair Café - accueil** près de chez toi. Ambiance conviviale, apprentissages concrets et impact local immédiat.

🗓️ **Quand ?** Format **2–4 h** : dates à venir (nov.–déc. 2025)

👉 **Ce que tu feras** : participation active, accueil bienveillant, explications claires pas-à-pas.","benevolat","Simplon","Paris","Mardi 18:30–20:00","","","48.869017","2.349139","false","débutant, convivial, impact","https://images.unsplash.com/photo-1488521787991-ed7bbaae773c?q=80&w=1200&auto=format&fit=crop","","2025-09-29T06:25:31Z","2025-10-29T08:05:21Z"
"174","Atelier devoirs","💡 Atelier devoirs. Rejoins-nous pour une expérience concrète et utile. Encadrement bienveillant, matériel fourni selon besoin.","benevolat","Simplon","Paris","Mensuel","","","48.837006","2.343608","false","réseau, impact, débutant","","","2025-09-29T06:25:31Z","2025-10-21T07:55:23Z"
"175","Atelier devoirs","![Illustration](https://images.unsplash.com/photo-1488521787991-ed7bbaae773c?q=80&w=1200&auto=format&fit=crop)

### À quoi ça ressemble ?
💡 **Atelier devoirs** près de chez toi. Ambiance conviviale, apprentissages concrets et impact local immédiat.

🗓️ **Quand ?** Créneau **hebdomadaire** : jeudi 18:30–20:00 (à partir de nov. 2025)

👉 **Ce que tu feras** : participation active, accueil bienveillant, explications claires pas-à-pas.","benevolat","Bibliothèque Solidaire","Paris","Mensuel (soirée)","","","48.865609","2.378718","false","convivial, débutant, accueil","https://images.unsplash.com/photo-1488521787991-ed7bbaae773c?q=80&w=1200&auto=format&fit=crop","","2025-09-29T06:25:31Z","2025-10-28T08:08:44Z"
"176","Atelier devoirs","![Illustration](https://images.unsplash.com/photo-1488521787991-ed7bbaae773c?q=80&w=1200&auto=format&fit=crop)

### À quoi ça ressemble ?
💡 **Atelier devoirs** près de chez toi. Ambiance conviviale, apprentissages concrets et impact local immédiat.

🗓️ **Quand ?** Tous les **mardis** à **18:30** (dès **novembre 2025**)

👉 **Ce que tu feras** : participation active, accueil bienveillant, explications claires pas-à-pas.","benevolat","Restos du Cœur","Paris","Samedi 9:30–12:30","","","48.852073","2.328601","false","convivial, accueil, impact","https://images.unsplash.com/photo-1488521787991-ed7bbaae773c?q=80&w=1200&auto=format&fit=crop","","2025-09-29T06:25:31Z","2025-10-29T08:27:44Z"
"177","Collecte solidaire","💡 Collecte solidaire. Rejoins-nous pour une expérience concrète et utile. Encadrement bienveillant, matériel fourni selon besoin.","benevolat","Réseau Entourage","Paris","Ponctuel","","","48.85079","2.320262","false","débutant, accueil, convivial","","","2025-09-29T06:25:31Z","2025-10-19T06:37:34Z"
"178","Jardin partagé - coup de main","💡 Jardin partagé - coup de main. Rejoins-nous pour une expérience concrète et utile. Encadrement bienveillant, matériel fourni selon besoin.","benevolat","Emmaüs","Paris","Hebdomadaire","","","48.855974","2.354321","false","réseau, convivial, accueil","","","2025-09-29T06:25:31Z","2025-10-19T14:24:56Z"
"179","Webinaire reconversion","💡 Webinaire reconversion. Rejoins-nous pour une expérience concrète et utile. Encadrement bienveillant, matériel fourni selon besoin.","formation","Secours Populaire","Paris","Ponctuel","","","48.837479","2.351639","false","impact, débutant, accueil","","","2025-09-29T06:25:31Z","2025-10-21T07:46:51Z"
"180","Atelier podcast - initiation","💡 Atelier podcast - initiation. Rejoins-nous pour une expérience concrète et utile. Encadrement bienveillant, matériel fourni selon besoin.","formation","Latitudes","Paris","Mensuel","","","48.855309","2.382692","false","accueil, convivial, réseau","","","2025-09-29T06:25:31Z","2025-10-21T06:39:15Z"
"181","Atelier podcast - initiation","💡 Atelier podcast - initiation. Rejoins-nous pour une expérience concrète et utile. Encadrement bienveillant, matériel fourni selon besoin.","formation","Réseau Entourage","Paris","Hebdomadaire","","","48.834153","2.359511","false","impact, réseau, débutant","","","2025-09-29T06:25:31Z","2025-10-27T18:57:28Z"
"182","Découverte du code (initiation)","💡 Découverte du code (initiation). Rejoins-nous pour une expérience concrète et utile. Encadrement bienveillant, matériel fourni selon besoin.","formation","Tiers-Lieu Citoyen","Paris","Hebdomadaire","","","48.843107","2.348341","false","accueil, impact, réseau","","","2025-09-29T06:25:31Z","2025-10-19T07:57:49Z"
"183","Formation premiers secours","💡 Formation premiers secours. Rejoins-nous pour une expérience concrète et utile. Encadrement bienveillant, matériel fourni selon besoin.","formation","Fab City","Paris","Ponctuel","","","48.848142","2.334125","false","débutant, impact, accueil","","","2025-09-29T06:25:31Z","2025-10-05T17:01:43Z"
"184","Starter Design Thinking","![Illustration](https://images.unsplash.com/photo-1513258496099-48168024aec0?q=80&w=1200&auto=format&fit=crop)

### À quoi ça ressemble ?
💡 **Starter Design Thinking** près de chez toi. Ambiance conviviale, apprentissages concrets et impact local immédiat.

🗓️ **Quand ?** Cycle **novembre–décembre 2025**, horaires communiqués après inscription

👉 **Ce que tu feras** : participation active, accueil bienveillant, explications claires pas-à-pas.","formation","Le Wagon","Paris","Mardi 18:30–20:00","","","48.878762","2.382577","false","débutant, accueil, réseau","https://images.unsplash.com/photo-1513258496099-48168024aec0?q=80&w=1200&auto=format&fit=crop","","2025-09-29T06:25:31Z","2025-10-29T09:49:02Z"
"185","Formation outils collaboratifs","💡 Formation outils collaboratifs. Rejoins-nous pour une expérience concrète et utile. Encadrement bienveillant, matériel fourni selon besoin.","formation","Collectif Zéro Déchet","Paris","Hebdomadaire","","","48.837549","2.345583","false","réseau, débutant, impact","","","2025-09-29T06:25:31Z","2025-10-23T08:09:11Z"
"186","Café-rencontre bienveillance","![Illustration](https://images.unsplash.com/photo-1558222217-0d77a6d3b3d1?q=80&w=1200&auto=format&fit=crop)

### À quoi ça ressemble ?
💡 **Café-rencontre bienveillance** près de chez toi. Ambiance conviviale, apprentissages concrets et impact local immédiat.

🗓️ **Quand ?** Un **samedi par mois**, 9:30–12:30 (nov.–déc. 2025)

👉 **Ce que tu feras** : participation active, accueil bienveillant, explications claires pas-à-pas.","rencontres","Makesense","Paris","Jeudi 14:00–17:00","","","48.835444","2.32004","false","réseau, débutant, convivial","https://images.unsplash.com/photo-1558222217-0d77a6d3b3d1?q=80&w=1200&auto=format&fit=crop","","2025-09-29T06:25:31Z","2025-10-29T08:05:21Z"
"187","Initiation compost collectif","![Illustration](https://images.unsplash.com/photo-1558222217-0d77a6d3b3d1?q=80&w=1200&auto=format&fit=crop)

### À quoi ça ressemble ?
💡 **Initiation compost collectif** près de chez toi. Ambiance conviviale, apprentissages concrets et impact local immédiat.

🗓️ **Quand ?** Cycle **novembre–décembre 2025**, horaires communiqués après inscription

👉 **Ce que tu feras** : participation active, accueil bienveillant, explications claires pas-à-pas.","rencontres","Simplon","Paris","Mardi 18:30–20:00","","","48.864207","2.326649","false","convivial, débutant, accueil","https://images.unsplash.com/photo-1558222217-0d77a6d3b3d1?q=80&w=1200&auto=format&fit=crop","","2025-09-29T06:25:31Z","2025-10-29T09:49:02Z"
"188","Apéro associatif","💡 Apéro associatif. Rejoins-nous pour une expérience concrète et utile. Encadrement bienveillant, matériel fourni selon besoin.","rencontres","Secours Populaire","Paris","2–4 h","","","48.838373","2.333686","false","accueil, convivial, débutant","","","2025-09-29T06:25:31Z","2025-10-19T18:28:39Z"
"189","Café-rencontre bienveillance","![Illustration](https://images.unsplash.com/photo-1558222217-0d77a6d3b3d1?q=80&w=1200&auto=format&fit=crop)

### À quoi ça ressemble ?
💡 **Café-rencontre bienveillance** près de chez toi. Ambiance conviviale, apprentissages concrets et impact local immédiat.

🗓️ **Quand ?** Créneau **hebdomadaire** : jeudi 18:30–20:00 (à partir de nov. 2025)

👉 **Ce que tu feras** : participation active, accueil bienveillant, explications claires pas-à-pas.","rencontres","Pôle Asso","Paris","Mardi 18:30–20:00","","","48.853348","2.335593","false","impact, accueil, débutant","https://images.unsplash.com/photo-1558222217-0d77a6d3b3d1?q=80&w=1200&auto=format&fit=crop","","2025-09-29T06:25:31Z","2025-10-29T08:05:21Z"
"190","Initiation compost collectif","💡 Initiation compost collectif. Rejoins-nous pour une expérience concrète et utile. Encadrement bienveillant, matériel fourni selon besoin.","rencontres","Latitudes","Paris","Ponctuel","","","48.859813","2.375883","false","impact, accueil, convivial","","","2025-09-29T06:25:31Z","2025-10-21T07:46:51Z"
"191","Club entrepreneurs à impact","💡 Club entrepreneurs à impact. Rejoins-nous pour une expérience concrète et utile. Encadrement bienveillant, matériel fourni selon besoin.","entreprendre","Simplon","Paris","Ponctuel","","","48.837723","2.335827","false","accueil, débutant, convivial","","","2025-09-29T06:25:31Z","2025-10-23T08:09:11Z"
"192","Office hours juridique","💡 Office hours juridique. Rejoins-nous pour une expérience concrète et utile. Encadrement bienveillant, matériel fourni selon besoin.","entreprendre","Makesense","Paris","2–4 h","","","48.864341","2.342487","false","impact, convivial, débutant","","","2025-09-29T06:25:31Z","2025-09-29T06:25:31Z"
"193","Sprint produit (2h)","💡 Sprint produit (2h). Rejoins-nous pour une expérience concrète et utile. Encadrement bienveillant, matériel fourni selon besoin.","entreprendre","Bibliothèque Solidaire","Paris","Hebdomadaire","","","48.851637","2.328869","false","impact, accueil, débutant","","","2025-09-29T06:25:31Z","2025-10-13T16:52:02Z"
"194","Atelier business model","💡 Atelier business model. Rejoins-nous pour une expérience concrète et utile. Encadrement bienveillant, matériel fourni selon besoin.","entreprendre","Latitudes","Paris","2–4 h","","","48.875836","2.338193","false","convivial, débutant, accueil","","","2025-09-29T06:25:31Z","2025-10-21T06:39:15Z"
"195","Cercle de lecture engagé","💡 Cercle de lecture engagé. Rejoins-nous pour une expérience concrète et utile. Encadrement bienveillant, matériel fourni selon besoin.","rencontres","Restos du Cœur","Lyon","Ponctuel","","","45.763278","4.835895","false","accueil, débutant, convivial","","","2025-09-29T06:25:31Z","2025-10-13T05:54:34Z"
"196","Visite tiers-lieu","💡 Visite tiers-lieu. Rejoins-nous pour une expérience concrète et utile. Encadrement bienveillant, matériel fourni selon besoin.","rencontres","Restos du Cœur","Lyon","Ponctuel","","","45.75655","4.830585","false","réseau, débutant, impact","","","2025-09-29T06:25:31Z","2025-10-21T05:19:36Z"
"197","Café-rencontre bienveillance","💡 Café-rencontre bienveillance. Rejoins-nous pour une expérience concrète et utile. Encadrement bienveillant, matériel fourni selon besoin.","rencontres","Pôle Asso","Rennes","Mensuel","","","48.105234","-1.710861","false","convivial, réseau, débutant","","","2025-09-29T06:25:31Z","2025-09-29T06:25:31Z"
